"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier#1","Physical Location#1","Shelf Locator#1","Access Condition#1","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1"
"Clifford P. and Therese S. Westermeier Collection","Cyclone, bucking","","","","","still images","Photographic postcards","","","1910","Rodeo performers Del Blanchett and Wiley Hill reining bucking bronco, Cyclone","Rodeos","Rodeo performers","Rodeo animals","Horses","","","","","narv_westermeier_44_Book2_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~653~223885","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_A1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Deadwood Stagecoach","","","","","still images","Photographic postcards","","","1908","Unidentified people pose in front of Deadwood Stage Coach with ""Wild West Show"" sign","Wild west shows","Stagecoaches","","","","","","","narv_westermeier_32_01_A7.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A7","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_A7.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~654~224050","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_A7.jpg"
"Clifford P. and Therese S. Westermeier Collection","Del Blanchett and Art Acord with horses","Brininstool, E. A. (Earl Alonzo), 1870-1957; photographer","Blanchett, Del; performer","Acord, Art; performer","","still images","Photographs","","","","Rodeo performers Del Blanchett and Art Acord pose with horses","Rodeos","Rodeo performers","Horses","","","","","","narv_westermeier_44_Book1_CH.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CH","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_CH.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~655~223897","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_CH.jpg"
"Clifford P. and Therese S. Westermeier Collection","Del Blanchett and Mike Brahm with Cyclone","Blanchett, Del; performer","Brahm, Mike; performer","","","still images","Photographic postcards","","","1910","Rodeo performer Del Blanchett on horseback, while Mike Brahm holds onto bronco, Cyclone. Handwritten caption reads, ""Del Blanchett killed in World War in France""","Rodeos","Rodeo performers","Rodeo animals","Horses","","","","","narv_westermeier_44_Book2_A.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo A","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_A.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~656~223886","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_A.jpg"
"Clifford P. and Therese S. Westermeier Collection","Del Blanchett bulldogging","Blanchett, Del; performer","","","","still images","Photographic postcards","","","","Rodeo performer Del Blanchett ","Rodeos","Rodeo performers","","","","","","","narv_westermeier_44_Book2_BI.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BI","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_BI.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~657~223881","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_BI.jpg"
"Clifford P. and Therese S. Westermeier Collection","Dick Hornbuckle riding bronco","Doubleday, R.R.; photographer","Hornbuckle, Dick; performer","","","still images","Photographic postcards","Wyoming--Cheyenne","","","Rodeo performer Dick Hornbuckle riding bronco","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_06_J6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo J6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_06_J6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~658~224118","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_06_J6.jpg"
"Clifford P. and Therese S. Westermeier Collection","Diving horse","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","","","","Trained horse diving 40 feet from a platform into a pond","Rodeos","Rodeo performers","Rodeo Animals","Horses","","","","","narv_westermeier_32_01_A4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_A4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~659~224051","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_A4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Dolly Eskew with trained horse","Eskew, Dolly; performer","","","","still images","Photographic postcards","Florida--Miami","","","Rodeo performer Dolly Eskew sitting on the back of a trained horse, laying on the ground","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo animals","Horses","","","","narv_westermeier_26_09_E4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo E4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_26_09_E4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~660~224164","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_26_09_E4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Douglas Fairbanks with Madison Square Garden rodeo performers","Doubleday, R.R.; photographer","Fairbanks, Douglas","","","still images","Photographic postcards","Alberta--Calgary","","","Movie star Douglas Fairbanks celebrates with rodeo producer Tex Austin and performers Dave White and Lee Robinson, and crowd, after Madison Square Garden rodeo","Rodeos","Rodeo performers","","","","","","","narv_westermeier_32_01_H1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo H1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_H1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~661~224033","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_H1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Dutch Foster on crashing bronco","Magruder; photographer","Foster, Dutch; performer","","","still images","Photographic postcards","Colorado--Monte Vista","","","Rodeo performer Dutch Foster on crashing bronco, at the Ski-Hi Stampede","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_06_E2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo E2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_06_E2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~662~224123","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_06_E2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Eddie Rosenbury falling from bronco","Doubleday, R.R.; photographer","Rosenbury, Eddie; performer","","","still images","Photographic postcards","Montana--Billings","","","Rodeo performer Eddie Rosenbury falling from bucking bronco","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_32_02_N1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 2, Photo N1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_02_N1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~663~224027","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_02_N1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Elephants from Sells-Floto Circus","","","","","still images","Photographic postcards","","","1914","Unidentified men posing with elephants from Sells-Floto Circus","Circus","Circus animals","Elephants","","","","","","narv_westermeier_35_04_Q3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo Q3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_Q3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~664~223960","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_Q3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Fannie Sperry Steele riding a bronco","Sperry, Fannie; performer","","","","still images","Photographic postcards","Manitoba--Winnipeg","","1913","Rodeo performer Fannie Sperry Steele riding a bronco","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","narv_westermeier_31_05_A7.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A7","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_05_A7.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~665~224134","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_05_A7.jpg"
"Clifford P. and Therese S. Westermeier Collection","Florence Randolph riding bronco","Doubleday, R.R.; photographer","Randolph, Florence; performer","","","still images","Photographic postcards","Oklahoma--Spencer","","","Rodeo performer Florence Randolph, stage name ""Princess Mohawk,"" riding a bronco ","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","narv_westermeier_31_13_A2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo A2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_A2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~666~224077","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_A2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Four men at Arcadia Rodeo","","","","","still images","Photographic postcards","","","","Portrait of rodeo performers Jack Hughes, Cy Compton, and Cody Compton with rodeo photographer Robert R. Doubleday","Rodeos","Rodeo performers","Photographers","","","","","","narv_westermeier_26_09_G11.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo G11","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_26_09_G11.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~667~224154","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_26_09_G11.jpg"
