"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier#1","Physical Location#1","Shelf Locator#1","Access Condition#1","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud trick roping","Stroud, Leonard; performer","","","","still images","Photographic postcards","","","","Rodeo performer Leonard Stroud doing a small lasso loop, grandstands in the background","Rodeos","Rodeo performers","Trick roping","","","","","","narv_westermeier_34_16_U2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 16, Photo U2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_16_U2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~758~224008","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_16_U2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud trick roping","Stroud, Leonard; performer","","","","still images","Photographs","Colorado--Rocky Ford","","1918","Rodeo performer Leonard Stroud spinning lasso, in a trick called the ""drunken loop""","Rodeos","Rodeo performers","Trick roping","","","","","","narv_westermeier_34_16_A9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 16, Photo A9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_16_A9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~759~224012","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_16_A9.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud trick roping","Stryker, Roy Emerson, 1893-1975","Stroud, Leonard; performer","","","still images","Photographs","Nebraska--North Platte","","1919","Rodeo performer Leonard Stroud jumping, as seen through his lasso","Rodeos","Rodeo performers","Trick roping","","","","","","narv_westermeier_34_16_H1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 16, Photo H1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_16_H1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~760~224011","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_16_H1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud trick roping with others","Doubleday, R.R.; photographer","Stroud, Leonard; performer","","","still images","Photographic postcards","South Dakota--Interior","","","Rodeo performers Johnny Judd, Chester Byers, and Leonard Stroud spinning lassos, with mountains in the background","Rodeos","Rodeo performers","Trick roping","","","","","","narv_westermeier_31_12_B3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Fd B3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_12_B3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~761~224086","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_12_B3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud with horse","Stroud, Leonard; performer","","","","still images","Photographic postcards","","","","Portrait of rodeo performer Leonard Stroud and horse","Rodeos","Rodeo performers","","","","","","","narv_westermeier_35_02_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 2, Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_02_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~762~223980","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_02_B1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud with horse","Stroud, Leonard; performer","","","","still images","Photographic postcards","","","","Portrait of rodeo performer Leonard Stroud and horse","Rodeos","Rodeo performers","","","","","","","narv_westermeier_35_01_D1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 1, Photo D1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_01_D1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~763~223983","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_01_D1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud with sitting horse","Stroud, Leonard; performer","","","","still images","Photographic postcards","","","","Rodeo performer Leonard Stroud with trained horse in sitting pose","Rodeos","Rodeo performers","Rodeo Animals","Horses","","","","","narv_westermeier_32_01_A11.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A11","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_A11.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~764~224047","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_A11.jpg"
"Clifford P. and Therese S. Westermeier Collection","Lewis Mosley riding bronco","Bowman, Walter S.; photographer","Mosley, Lewis; performer","","","still images","Photographic postcards","Oregon--Pendleton","","","Rodeo performer Lewis Mosley riding bronco, ""Sunfish Molly""","Rodeos","Rodeo performers","African American rodeo performers","Bronco Riding","","","","","narv_westermeier_13_14_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 13, Fd 14, Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_13_14_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~765~224171","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_13_14_B1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Lucille Mulhall and large group of rodeo performers","Mulhall, Lucille; performer","","","","still images","Photographic postcards","","","","Line of rodeo performers before a grandstand, an ""X"" indicating Lucille Mulhall","Rodeos","Women rodeo performers","Women in rodeos","Rodeo performers","","","","","narv_westermeier_31_13_A3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo A3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~766~224076","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_A3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Luke Cottrell thrown from bronco","Doubleday, R.R.; photographer","Cottrell, Luke; performer","","","still images","Photographic postcards","Colorado--Rocky Ford","","","Rodeo performer Luke Cottrell thrown from bronco","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_06_J8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo J8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_06_J8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~767~224117","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_06_J8.jpg"
"Clifford P. and Therese S. Westermeier Collection","Lynn Husky riding bronco","Doubleday, R.R.; photographer","Husky, Lynn","","","still images","Photographic postcards","Colorado--Rocky Ford","","","Rodeo performer Lynn Husky riding bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","narv_westermeier_31_07_F1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 7, Photo F1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_07_F1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~768~224112","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_07_F1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mabel Strickland after roping a steer at the Pendleton Round-Up","Strickland, Mabel; performer","","","","still images","Photographic postcards","Oregon--Pendleton","Pendleton Drug Co.","1922","Rodeo performer Mabel Strickland stands above a roped steer","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Rodeo animals","Steer roping","","","narv_westermeier_44_Book1_AM.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo AM","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_AM.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~769~223906","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_AM.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mabel Strickland on horseback","Strickland, Mabel; performer","","","","still images","Photographic postcards","Oregon--Pendleton","Pendleton Drug Co.","","Portrait of Mabel Strickland on horse near empty grandstand, captioning reading ""Queen of Pendleton Round-up""","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","","","","","narv_westermeier_31_05_A4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_05_A4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~770~224137","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_05_A4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mabel Strickland with bouquet of flowers at the Pendleton Round-Up","Strickland, Mabel; performer","","","","still images","Photographic postcards","Oregon--Pendleton","Pendleton Drug Co.","1923","Rodeo performer Mabel Strickland stands before a grandstand with a large bouquet of flowers","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bouquets","","","","narv_westermeier_44_Book1_O.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo O","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_O.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~771~223889","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_O.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Saunders holding shot gun and rabbit","Saunders, Mayme; performer","","","","still images","Photographic postcards","Colorado--Denver","","1911","Rodeo performer Mayme Stroud posing with shot gun and holding up a dead rabbit","Hunting","Hunting guns","Small game hunting","Rabbit hunting","Women hunters","","","","narv_westermeier_36_05_E35.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 5, Photo E35","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_05_E35.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~772~223921","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_05_E35.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stoud with group of women rodeo performers","Stroud, Mayme; performer","","","","still images","Photographic postcards","","","1917","Mayme Stroud with group of other women rodeo performers","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","","","","","narv_westermeier_31_13_G5b.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, G6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_G5b.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~774~224057","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_G5b.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud and others with bowing circus horses","Stroud, Mayme; performer","","","","still images","Photographs","","","1909","Rodeo performer Mayme Stroud and other riders in fancy costumes, on bowing horses with circus tent in background","Women circus performers","Circus performers","Circus animals","Horses","","","","","narv_westermeier_35_04_M3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Folder 4, Photo M3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_M3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~775~223971","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_M3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud and others with bowing horses","Stroud, Mayme; performer","","","","still images","Photographic postcards","Indiana--Hammond","","1909","Rodeo performer Mayme Stroud with other performers from Sells-Floto Circus, posing on bowing horses","Women rodeo performers","Rodeo performers","Horsemanship","Horses","Circus Animals","","","","narv_westermeier_35_04_M1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo M1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_M1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~776~223973","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_M1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud at rodeo with other performers","Stroud, Mayme; performer","","","","still images","Photographic postcards","","","","Rodeo performer Mayme Stroud posing with an unidentified cowboy and cowgirl at a rodeo","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo performers","Rodeos","","","","narv_westermeier_36_05_E38.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 5, Photo E38","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_05_E38.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~777~223919","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_05_E38.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud doing flat loop rope trick","Stroud, Mayme; performer","","","","still images","Photographs","Colorado--Rocky Ford","","1918","Rodeo performer Mayme Stroud spinning a small rope, in a trick called the ""flat rope,"" with buildings in the background","Cowgirls","Women rodeo performers","Women in rodeos","Trick roping","","","","","narv_westermeier_36_02_A3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 2, Photo A3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_02_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~778~223943","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_02_A3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud doing Hippodrome stand","Stroud, Mayme; performer","","","","still images","Photographic postcards","","","1924","Rodeo performer Mayme Stroud standing in the saddle of a running horse, a trick called the ""Hippodrome Stand."" Horse with all four hooves off the ground. Crowd, cars, and mountains in the background.  ","Cowgirls","Women rodeo performers","Women in rodeos","Trick riding","","","","","narv_westermeier_36_04_D2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo D2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_D2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~779~223927","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_D2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud doing one foot stand","Stroud, Mayme; performer","","","","still images","Photographic postcards","","","","Rodeo performer Mayme Stroud standing in saddle of running horse, with one foot the air, a trick called a ""one foot stand"" ","Cowgirls","Women rodeo performers","Women in rodeos","Trick riding","","","","","narv_westermeier_36_04_E1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo E1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~780~223926","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_E1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud doing rope trick","Stroud, Mayme; performer","","","","Still images","Photographs","","","1913?","Rodeo performer Mayme Stroud spinning a lasso","Cowgirls","Women rodeo performers","Women in rodeos","Trick roping","","","","","narv_westermeier_35_07_E5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 7, Photo E5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_07_E5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~781~223949","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_07_E5.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in circus costume on rearing horse","Stroud, Mayme; performer","","","","still images","Photographs","","","1911","Portrait of rodeo performer Mayme Stroud (nee Saunders) on trained rearing horse, in costume as fancy rider for the Sells-Floto Circus","Women circus performers","Circus animals","Horses","","","","","","narv_westermeier_35_04_P8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo P8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_P8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~782~223963","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_P8.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in circus costume with other women performers, backstage","Stroud, Mayme; performer","","","","still images","Photographs","","","1911","Rodeo performer Mayme Stroud and other women performers in circus costume, in backstage tent at Sells-Floto Circus","Women circus performers","","","","","","","","narv_westermeier_35_04_P1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo P1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_P1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~783~224286","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_P1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in costume with other fancy riders in Sells-Floto Circus","Stroud, Mayme; performer","","","","still images","Photographs","","","1911","Rodeo performer Mayme Stroud and other women in fancy riding costumes, horses in the background","Women circus performers","Circus animals","Horses","","","","","","narv_westermeier_35_04_P6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Folder 4, Photo P6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_P6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~784~224282","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_P6.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in costume with other fancy riders in Sells-Floto Circus","Stroud, Mayme; performer","","","","still images","Photographs","Indiana--Hammond","","1909","Rodeo performer Mayme Stroud and other women in fancy riding costumes","Women circus performers","","","","","","","","narv_westermeier_35_04_M2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo M2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_M2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~785~223972","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_M2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in roman stand race","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still images","Photographic postcards","South Dakota--Mitchell","","1925","Rodeo performer Mayme Stroud turning corner in roman stand race","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","Racing","","","narv_westermeier_36_04_C1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo C1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~786~223929","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_C1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in roman stand race","Stroud, Mayme; performer","","","","still images","Photographic postcards","Washington (State)--Spokane","","1915","Rodeo performer Mayme Stroud in roman stand race","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","Racing","","","narv_westermeier_36_04_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~787~223930","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_B1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in roman stand race against Leonard Stroud and another man","Stroud, Mayme; performer","Stroud, Leonard; performer","","","still images","Photographic postcards","","","","Rodeo performer Mayme Stroud leading in roman stand race against her husband Leonard Stroud and another rider","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","Racing","","","narv_westermeier_36_05_E37.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 5, Photo E37","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_05_E37.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~788~223920","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_05_E37.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud jumping horse over hurdle","Stroud, Mayme; performer","","","","still images","Photographic postcards","Colorado--Pikes Peak","","","Rodeo performer Mayme Stroud jumping a horse over a hurdle, with a cameraman standing underneath. At Pike's Peak Rodeo","Cowgirls","Women rodeo performers","Women in rodeos","Trick riding","Jumping (Horsemanship)","Horse Rodeos","","","narv_westermeier_36_04_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_04_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~789~223931","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_04_A1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud jumping horse over hurdles","Stroud, Mayme; performer","","","","still images","Photographic postcards","","","","Rodeo performer Mayme Stroud jumping horse, Black Diamond, over hurdles. Her husband, rodeo performer Leonard Stroud, watches from the side","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Jumping (Horsemanship)","Horses","","","narv_westermeier_36_02_D1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 2, Photo D1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_02_D1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~790~223938","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_02_D1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud on horseback with other women rodeo performers","Stroud, Mayme; performer","","","","still images","Photographic postcards","","","","Mayme Stroud and three other women rodeo performers laughing on horseback","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","","","","","narv_westermeier_31_13_G8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, G8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_G8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~791~224055","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_G8.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud on outdoor stage with ""Society Horse Show"" marquee","Stroud, Mayme; performer","","","","still images","Photographic postcards","Nebraska","","1915","Rodeo performer Mayme Stroud on stage, with marquee for C.A. Wortham's ""Society Horse Show"" ","Women circus performers","Horse shows","","","","","","","narv_westermeier_35_06_H2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Folder 6, Photo H2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_06_H2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~792~223955","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_06_H2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud posing with trick horse","O'Neill; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","South Dakota--Belle Fourche","","1928","Rodeo performer Mayme Stroud posing with a trained horse laying on the ground","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo animals","Horses","","","","narv_westermeier_36_02_C1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 2, Photo C1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_02_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~793~223940","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_02_C1.jpg"
