"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier ARK#1","Identifier#2","Physical Location#1","Shelf Locator#1","Access Condition#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stoud with group of women rodeo performers","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","1917","Mayme Stroud with group of other women rodeo performers","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","","","","","https://ark.colorado.edu/ark:/47540/4c6k7660k1kj","narv_westermeier_31_13_G5b.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, G6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","774","224057","4858","narv_westermeier_31_13_G5b.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~774~224057"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud and others with bowing circus horses","Stroud, Mayme; performer","","","","still image","Photographs","","","1909","Rodeo performer Mayme Stroud and other riders in fancy costumes, on bowing horses with circus tent in background","Women circus performers","Circus performers","Circus animals","Horses","","","","","https://ark.colorado.edu/ark:/47540/617x2j77c5sq","narv_westermeier_35_04_M3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Folder 4, Photo M3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","775","223971","4858","narv_westermeier_35_04_M3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~775~223971"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud and others with bowing horses","Stroud, Mayme; performer","","","","still image","Photographic postcards","Indiana--Hammond","","1909","Rodeo performer Mayme Stroud with other performers from Sells-Floto Circus, posing on bowing horses","Women rodeo performers","Rodeo performers","Horsemanship","Horses","Circus Animals","","","","https://ark.colorado.edu/ark:/47540/3w8k6m8964j8","narv_westermeier_35_04_M1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo M1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","776","223973","4858","narv_westermeier_35_04_M1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~776~223973"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud at rodeo with other performers","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","","Rodeo performer Mayme Stroud posing with an unidentified cowboy and cowgirl at a rodeo","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo performers","Rodeos","","","","https://ark.colorado.edu/ark:/47540/kn9k8c33h3f3","narv_westermeier_36_05_E38.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 5, Photo E38","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","777","223919","4858","narv_westermeier_36_05_E38.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~777~223919"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud doing flat loop rope trick","Stroud, Mayme; performer","","","","still image","Photographs","Colorado--Rocky Ford","","1918","Rodeo performer Mayme Stroud spinning a small rope, in a trick called the ""flat rope,"" with buildings in the background","Cowgirls","Women rodeo performers","Women in rodeos","Trick roping","","","","","https://ark.colorado.edu/ark:/47540/1q1t291924dv","narv_westermeier_36_02_A3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 2, Photo A3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","778","223943","4858","narv_westermeier_36_02_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~778~223943"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud doing Hippodrome stand","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","1924","Rodeo performer Mayme Stroud standing in the saddle of a running horse, a trick called the ""Hippodrome Stand."" Horse with all four hooves off the ground. Crowd, cars, and mountains in the background.","Cowgirls","Women rodeo performers","Women in rodeos","Trick riding","","","","","https://ark.colorado.edu/ark:/47540/bm2p5s385968","narv_westermeier_36_04_D2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo D2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","779","223927","4858","narv_westermeier_36_04_D2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~779~223927"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud doing one foot stand","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","","Rodeo performer Mayme Stroud standing in saddle of running horse, with one foot the air, a trick called a ""one foot stand""","Cowgirls","Women rodeo performers","Women in rodeos","Trick riding","","","","","https://ark.colorado.edu/ark:/47540/x43s5n92951x","narv_westermeier_36_04_E1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo E1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","780","223926","4858","narv_westermeier_36_04_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~780~223926"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud doing rope trick","Stroud, Mayme; performer","","","","still image","Photographs","","","1913?","Rodeo performer Mayme Stroud spinning a lasso","Cowgirls","Women rodeo performers","Women in rodeos","Trick roping","","","","","https://ark.colorado.edu/ark:/47540/ng3m0327d9kx","narv_westermeier_35_07_E5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 7, Photo E5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","781","223949","4858","narv_westermeier_35_07_E5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~781~223949"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in circus costume on rearing horse","Stroud, Mayme; performer","","","","still image","Photographs","","","1911","Portrait of rodeo performer Mayme Stroud (nee Saunders) on trained rearing horse, in costume as fancy rider for the Sells-Floto Circus","Women circus performers","Circus animals","Horses","","","","","","https://ark.colorado.edu/ark:/47540/7v877h9647w4","narv_westermeier_35_04_P8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo P8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","782","223963","4858","narv_westermeier_35_04_P8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~782~223963"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in circus costume with other women performers, backstage","Stroud, Mayme; performer","","","","still image","Photographs","","","1911","Rodeo performer Mayme Stroud and other women performers in circus costume, in backstage tent at Sells-Floto Circus","Women circus performers","","","","","","","","https://ark.colorado.edu/ark:/47540/6m4x163593s2","narv_westermeier_35_04_P1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo P1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","783","224286","4858","narv_westermeier_35_04_P1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~783~224286"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in costume with other fancy riders in Sells-Floto Circus","Stroud, Mayme; performer","","","","still image","Photographs","","","1911","Rodeo performer Mayme Stroud and other women in fancy riding costumes, horses in the background","Women circus performers","Circus animals","Horses","","","","","","https://ark.colorado.edu/ark:/47540/0r0m8194p99z","narv_westermeier_35_04_P6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Folder 4, Photo P6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","784","224282","4858","narv_westermeier_35_04_P6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~784~224282"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in costume with other fancy riders in Sells-Floto Circus","Stroud, Mayme; performer","","","","still image","Photographs","Indiana--Hammond","","1909","Rodeo performer Mayme Stroud and other women in fancy riding costumes","Women circus performers","","","","","","","","https://ark.colorado.edu/ark:/47540/tj317z51x5g2","narv_westermeier_35_04_M2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo M2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","785","223972","4858","narv_westermeier_35_04_M2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~785~223972"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in roman stand race","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","South Dakota--Mitchell","","1925","Rodeo performer Mayme Stroud turning corner in roman stand race","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","Racing","","","https://ark.colorado.edu/ark:/47540/ws2d0c15t08k","narv_westermeier_36_04_C1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo C1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","786","223929","4858","narv_westermeier_36_04_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~786~223929"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in roman stand race","Stroud, Mayme; performer","","","","still image","Photographic postcards","Washington (State)--Spokane","","1915","Rodeo performer Mayme Stroud in roman stand race","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","Racing","","","https://ark.colorado.edu/ark:/47540/vm1n8r03v30q","narv_westermeier_36_04_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","787","223930","4858","narv_westermeier_36_04_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~787~223930"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud in roman stand race against Leonard Stroud and another man","Stroud, Mayme; performer","Stroud, Leonard; performer","","","still image","Photographic postcards","","","","Rodeo performer Mayme Stroud leading in roman stand race against her husband Leonard Stroud and another rider","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","Racing","","","https://ark.colorado.edu/ark:/47540/kp980882x584","narv_westermeier_36_05_E37.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 5, Photo E37","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","788","223920","4858","narv_westermeier_36_05_E37.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~788~223920"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud jumping horse over hurdle","Stroud, Mayme; performer","","","","still image","Photographic postcards","Colorado--Pikes Peak","","","Rodeo performer Mayme Stroud jumping a horse over a hurdle, with a cameraman standing underneath. At Pike's Peak Rodeo","Cowgirls","Women rodeo performers","Women in rodeos","Trick riding","Jumping (Horsemanship)","Horse Rodeos","","","https://ark.colorado.edu/ark:/47540/sv1h0954t5rk","narv_westermeier_36_04_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","789","223931","4858","narv_westermeier_36_04_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~789~223931"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud jumping horse over hurdles","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","","Rodeo performer Mayme Stroud jumping horse, Black Diamond, over hurdles. Her husband, rodeo performer Leonard Stroud, watches from the side","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Jumping (Horsemanship)","Horses","","","https://ark.colorado.edu/ark:/47540/jx9t5c68q881","narv_westermeier_36_02_D1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 2, Photo D1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","790","223938","4858","narv_westermeier_36_02_D1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~790~223938"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud on horseback with other women rodeo performers","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","","Mayme Stroud and three other women rodeo performers laughing on horseback","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","","","","","https://ark.colorado.edu/ark:/47540/1s834x07x992","narv_westermeier_31_13_G8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, G8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","791","224055","4858","narv_westermeier_31_13_G8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~791~224055"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud on outdoor stage with ""Society Horse Show"" marquee","Stroud, Mayme; performer","","","","still image","Photographic postcards","Nebraska","","1915","Rodeo performer Mayme Stroud on stage, with marquee for C.A. Wortham's ""Society Horse Show""","Women circus performers","Horse shows","","","","","","","https://ark.colorado.edu/ark:/47540/0r680w51n0f9","narv_westermeier_35_06_H2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Folder 6, Photo H2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","792","223955","4858","narv_westermeier_35_06_H2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~792~223955"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud posing with trick horse","O'Neill; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","South Dakota--Belle Fourche","","1928","Rodeo performer Mayme Stroud posing with a trained horse laying on the ground","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo animals","Horses","","","","https://ark.colorado.edu/ark:/47540/6b663s48r9nm","narv_westermeier_36_02_C1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 2, Photo C1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","793","223940","4858","narv_westermeier_36_02_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~793~223940"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco","Horne, Walter H., 1883-1921; photographer","Stroud, Mayme; performer","","","still image","Photographs","Texas--El Paso","","1917","Rodeo performer Mayme Stroud smiling and waving hat while riding bronco, ""Black Bird.""","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/fr7r4b53m2p4","narv_westermeier_36_03_B4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo B4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","796","223934","4858","narv_westermeier_36_03_B4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~796~223934"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco","Horne, Walter H., 1883-1921; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","Texas--El Paso","","1917","Rodeo performer Mayme Stroud smiling and waving hat while riding bronco, ""Black Bird."" Captions reads, ""Typical Cowgirl of the West""","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/138j2j13b3n0","narv_westermeier_36_03_B3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo B3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","794","223935","4858","narv_westermeier_36_03_B3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~794~223935"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco","Horne, Walter H., 1883-1921; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","Texas--El Paso","","1917","Rodeo performer Mayme Stroud smiling and waving hat while riding bronco, ""Black Bird.""","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/qw066s06z434","narv_westermeier_36_03_B2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo B2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","795","223936","4858","narv_westermeier_36_03_B2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~795~223936"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco at Colorado State Fair","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still image","Photographs","Colorado--Pueblo","","","Rodeo performer Mayme Stroud riding bronco at the Colorado State Fair and Rodeo","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/9c5h2k42w5kb","narv_westermeier_36_03_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","797","223937","4858","narv_westermeier_36_03_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~797~223937"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","","","","Rodeo performer Mayme Stroud standing in the saddle of a running horse with one foot out","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","","","","https://ark.colorado.edu/ark:/47540/315f5p167338","narv_westermeier_36_04_H6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo H6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","798","223924","4858","narv_westermeier_36_04_H6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~798~223924"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","New Mexico--Tucumcari","","","Rodeo performer Mayme Stroud hanging off the side of a saddle, a trick riding move called the ""Stroud Layout""","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","","","","https://ark.colorado.edu/ark:/47540/p11f3k2595x9","narv_westermeier_36_04_F4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo F4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","799","223925","4858","narv_westermeier_36_04_F4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~799~223925"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","South Dakota--Belle Fourche","","","Rodeo performer Mayme Stroud standing in the saddle of a horse, running around a track","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","","","","https://ark.colorado.edu/ark:/47540/vv196n27m2fg","narv_westermeier_36_04_C2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo C2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","800","223928","4858","narv_westermeier_36_04_C2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~800~223928"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","","Rodeo performer Mayme Stroud standing in the saddle of a running horse with one arm up, large grandstand in the background","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Trick riding","","","","https://ark.colorado.edu/ark:/47540/rg8n3n9788xp","narv_westermeier_36_04_H14.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo H14","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","801","223922","4858","narv_westermeier_36_04_H14.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~801~223922"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","","Rodeo performer Mayme Stroud hangs off the saddle of a running horse, facing backward","Cowgirls","Women rodeo performers","Women in rodeos","Trick riding","","","","","https://ark.colorado.edu/ark:/47540/237r0400g3tc","narv_westermeier_36_04_H13.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, H13","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","802","223923","4858","narv_westermeier_36_04_H13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~802~223923"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud waving hat","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","","D.F.P.Co./Doubleday-Foster Photo Company","","Rodeo performer Mayme Stroud waving her hat, with men and a dog in the background","Cowgirls","Women rodeo performers","Women in rodeos","","","","","","https://ark.colorado.edu/ark:/47540/kp9v7w48d2zh","narv_westermeier_31_13_F1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","803","224065","4858","narv_westermeier_31_13_F1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~803~224065"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Al G. Barnes Circus banners","Stroud, Mayme; performer","","","","still image","Photographs","","","","Rodeo performer on horseback before banners for Al G. Barnes Circus","Women circus performers","","","","","","","","https://ark.colorado.edu/ark:/47540/kk8t7m1807h9","narv_westermeier_35_07_A3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 7, Photo A3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","804","223954","4858","narv_westermeier_35_07_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~804~223954"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Betty and Anna Herian at rodeo","Van Graven; photographer","Stroud, Mayme; performer","Herian, Betty; performer","Herian, Anna; performer","still image","Photographic postcards","","","","Mayme Stroud with two other women rodeo performers, Betty Herian and Anna Herian, at a rodeo","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","","","","","https://ark.colorado.edu/ark:/47540/p36f3v9488z3","narv_westermeier_31_13_F2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","805","224064","4858","narv_westermeier_31_13_F2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~805~224064"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with cowgirl and rodeo clowns","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","","Mayme Stroud poses against a rodeo grandstand with another woman rodeo performer and two rodeo clowns","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo clowns","Rodeos","","","","https://ark.colorado.edu/ark:/47540/fh434t9799pf","narv_westermeier_31_13_E1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo E1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","806","224066","4858","narv_westermeier_31_13_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~806~224066"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with cowgirls at Tucumcari Round-Up","Doubleday, R.R.; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","New Mexico--Tucumcari","D.F.P.Co./Doubleday-Foster Photo Company","1918","Mayme Stroud with other women rodeo performers at Tucumcari Round-Up","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","","","","","https://ark.colorado.edu/ark:/47540/1p2m6160c04p","narv_westermeier_36_06_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 6, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","807","223918","4858","narv_westermeier_36_06_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~807~223918"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Jupiter the Posing Pony","Stroud, Mayme; performer","","","","still image","Photographs","","","","Rodeo performer Mayme Stroud in circus costume with trained posing horse, Jupiter","Women circus performers","Circus animals","Horses","","","","","","https://ark.colorado.edu/ark:/47540/j9597w57r24j","narv_westermeier_35_06_E1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 6, Photo E1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","808","223956","4858","narv_westermeier_35_06_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~808~223956"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with ox cart and stagecoach","Stroud, Mayme; performer","","","","still image","Photographic postcards","Colorado--Denver","","1908","Rodeo performer Mayme Stroud on ox cart with unidentified women, near wild west show wagon, ""Deadwood Stagecoach""","Wild west shows","Women circus performers","Oxen","Wagons","Stagecoaches","","","","https://ark.colorado.edu/ark:/47540/j92s3r18n3bg","narv_westermeier_32_01_K2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo K2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","809","224030","4858","narv_westermeier_32_01_K2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~809~224030"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Rocky Ford rodeo trophy","Stroud, Mayme; performer","","","","still image","Photographs","Colorado--Rocky Ford","","1918","Rodeo performer Mayme Stroud posing with cup won in relay race at Rocky Ford rodeo","Cowgirls","Women rodeo performers","Women in rodeos","","","","","","https://ark.colorado.edu/ark:/47540/8z657g40w988","narv_westermeier_35_08_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 8, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","810","223948","4858","narv_westermeier_35_08_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~810~223948"
