"Collection Name","Title#1","Name#1","Name Authority#1","Name#2","Name Authority#2","Name#3","Name Authority#3","Name#4","Name Authority#4","Type of Resource#1","Type of Resource Authority#1","Genre#1","Genre Authority#1","Place Term#1","Publisher#1","Date Created#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Abstract#1","Subject Topic#1","Subject Topic Authority#1","Subject Topic#2","Subject Topic Authority#2","Subject Topic#3","Subject Topic Authority#3","Subject Topic#4","Subject Topic Authority#4","Subject Topic#5","Subject Topic Authority#5","Subject Topic#6","Subject Topic Authority#6","Subject Topic#7","Subject Topic Authority#7","Subject Topic#8","Subject Topic Authority#8","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Access Condition URI#1","Access Condition#2","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin riding bronco","Baldwin, Tille;performer","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Tillie Baldwin riding a bucking bronco","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeos","http://id.worldcat.org/fast/1099565","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","narv_westermeier_44_Book2_BZ.tif","https://ark.colorado.edu/ark:/47540/dq0j3n63w7ng","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BZ","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","883","4858","narv_westermeier_44_Book2_BZ.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~883~223875"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin trick riding","Bowman, Walter S.;photographer","","Baldwin, Tillie;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Tillie Baldwin hanging from the saddle of a moving horse","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Horses","http://id.worldcat.org/fast/960603","Trick riding","http://id.worldcat.org/fast/1156638","","","","","narv_westermeier_31_05_A5.tif","https://ark.colorado.edu/ark:/47540/nc1p3v8232b2","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","884","4858","narv_westermeier_31_05_A5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~884~224136"
"Clifford P. and Therese S. Westermeier Collection","Tin Horn Hank Keenan doing backbend with pony","O'Neill;photographer","local","Keenan, Hank;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Young boy, Tin Horn Hank Keenan, doing a backbend next to a posing pony","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Rodeo clowns","http://id.worldcat.org/fast/1099559","Horses","http://id.worldcat.org/fast/960603","","","","","","","","","narv_westermeier_31_01_H1.tif","https://ark.colorado.edu/ark:/47540/k7453g06h9h1","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 1, Photo H1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","885","4858","narv_westermeier_31_01_H1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~885~224146"
"Clifford P. and Therese S. Westermeier Collection","Tin Horn Hank riding bronco","Keenen, Henry C., 1895-1968;performer","http://id.worldcat.org/fast/341875","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo clown Tin Horn Hank riding a bronco","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Rodeo clowns","http://id.worldcat.org/fast/1099559","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","narv_westermeier_31_01_E2.tif","https://ark.colorado.edu/ark:/47540/mk089t60q5fr","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 1, Photo E2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","886","4858","narv_westermeier_31_01_E2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~886~224147"
"Clifford P. and Therese S. Westermeier Collection","Trick rider Leonard Stroud with decorated car","Stroud, Leonard; performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Leonard Stroud lays on ground near car decorated with Indian painting and bull horns on the front. Wheel cover reads ""Leonard Stroud: Trick Rider, Rocky Ford, Colorado."" Barn and tent in background.","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Automobiles","http://id.worldcat.org/fast/823232","","","","","","","","","","","narv_westermeier_35_02_Q1.tif","https://ark.colorado.edu/ark:/47540/vp2k9g46p2bx","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 2, Photo Q1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","887","4858","narv_westermeier_35_02_Q1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~887~223977"
"Clifford P. and Therese S. Westermeier Collection","Two cowboys with rodeo clown","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Two unidentified cowboys posing with a rodeo clown","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Rodeo clowns","http://id.worldcat.org/fast/1099559","","","","","","","","","","","narv_westermeier_32_01_A18.tif","https://ark.colorado.edu/ark:/47540/zq5c6581g703","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A18","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","888","4858","narv_westermeier_32_01_A18.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~888~224044"
"Clifford P. and Therese S. Westermeier Collection","Two rodeo performers out of costume","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Two unidentified rodeo performers out of costume, one very tall, one a person with dwarfism","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Rodeo clowns","http://id.worldcat.org/fast/1099559","Dwarfs (Persons)","http://id.loc.gov/authorities/childrensSubjects/sj2021055765","","","","","","","","","narv_westermeier_32_01_A19.tif","https://ark.colorado.edu/ark:/47540/8k5t5c7217g8","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A19","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","889","4858","narv_westermeier_32_01_A19.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~889~224043"
"Clifford P. and Therese S. Westermeier Collection","Two women rodeo performers with horse","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Two unidentified women rodeo performers posing, possibly in men's clothing, with horse","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Horses","http://id.worldcat.org/fast/960603","","","","","","","narv_westermeier_44_Book1_CO.tif","https://ark.colorado.edu/ark:/47540/1v026p52n2sp","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CO","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","890","4858","narv_westermeier_44_Book1_CO.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~890~223892"
"Clifford P. and Therese S. Westermeier Collection","Umatilla Indians in Grand Parade","Bowman, Walter S.;photographer","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified Umatilla Indians on horseback in the Pendleton Round-Up Grand Parade","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Indians in rodeos","http://id.worldcat.org/fast/969427","","","","","","","","","","","narv_westermeier_44_Book1_C.tif","https://ark.colorado.edu/ark:/47540/m444514772g5","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book1, Photo C","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","891","4858","narv_westermeier_44_Book1_C.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~891~223900"
"Clifford P. and Therese S. Westermeier Collection","Unidentified child cowboy","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified boy in rodeo apparel","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","","","","","","","","","","","","","narv_westermeier_44_Book1_CL.tif","https://ark.colorado.edu/ark:/47540/r23p8g29t16x","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CL","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","892","4858","narv_westermeier_44_Book1_CL.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~892~223895"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified rodeo performer in elaborate chaps, standing in a field","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Chaps (Clothing)","http://id.loc.gov/authorities/subjects/sh2016002803","","","","","","","","","","","narv_westermeier_32_01_A24.tif","https://ark.colorado.edu/ark:/47540/r24h9n54r08g","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A24","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","893","4858","narv_westermeier_32_01_A24.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~893~224042"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer on bronco","Bowman, Walter S.;photographer","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","1912","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified rodeo performer hanging off the front of bucking bronco","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_44_Book1_Z.tif","https://ark.colorado.edu/ark:/47540/hw776h56q128","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo Z","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","894","4858","narv_westermeier_44_Book1_Z.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~894~223887"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer on bronco","Bowman, Walter S.;photographer","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","1912","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified rodeo performer on bucking bronco, with man in suit laying nearby","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_44_Book1_AU.tif","https://ark.colorado.edu/ark:/47540/w10b6448x6np","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo AU","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","895","4858","narv_westermeier_44_Book1_AU.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~895~223904"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer on bronco","Palmerston, H.F.","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","1912","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified rodeo performer doffing his hat on rearing bronco, mountains in the background","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_44_Book1_CG.tif","https://ark.colorado.edu/ark:/47540/vq1k8f60q9f7","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CG","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","896","4858","narv_westermeier_44_Book1_CG.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~896~223898"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer riding bull","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified rodeo performer riding bareback on a bull","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bull riding","http://id.worldcat.org/fast/841473","","","","","","","","","","","narv_westermeier_32_01_A13.tif","https://ark.colorado.edu/ark:/47540/n33j5g13c87b","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A13","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","897","4858","narv_westermeier_32_01_A13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~897~224045"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman riding bronco at Perry Round-up","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified woman in newsboy cap riding bucking bronco, facing away from camera","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","narv_westermeier_36_03_C1.tif","https://ark.colorado.edu/ark:/47540/tz608r01c27k","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo C1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","900","4858","narv_westermeier_36_03_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~900~223933"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman rodeo performer riding bull","Hollensbe;photographer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified woman rodeo performer riding bucking bull","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Bull riding","http://id.worldcat.org/fast/841473","","","","","","","narv_westermeier_31_08_A6.tif","https://ark.colorado.edu/ark:/47540/rd6g1n17x4pz","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 8, Photo A6","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","902","4858","narv_westermeier_31_08_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~902~224106"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman rodeo performer riding bull","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified woman rodeo performer riding bucking bull","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Bull riding","http://id.worldcat.org/fast/841473","","","","","","","narv_westermeier_31_08_A5.tif","https://ark.colorado.edu/ark:/47540/xz2j686191vp","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 8, Photo A5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","903","4858","narv_westermeier_31_08_A5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~903~224107"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman rodeo performer trick riding","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified woman rodeo performer hanging off of moving horse with one foot in the air","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Trick riding","http://id.worldcat.org/fast/1156638","","","","","","","narv_westermeier_31_05_A3.tif","https://ark.colorado.edu/ark:/47540/s18x9r8371fn","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A3","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","904","4858","narv_westermeier_31_05_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~904~224138"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman rodeo performer with rodeo clown doing a rope trick","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified woman rodeo performer watches a rodeo clown, possibly Tommy Douglas, doing a rope trick","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeo clowns","http://id.worldcat.org/fast/1099559","Trick roping","http://id.worldcat.org/fast/1156639","","","","","narv_westermeier_31_13_G9.tif","https://ark.colorado.edu/ark:/47540/v3870211d5vt","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo G9","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","905","4858","narv_westermeier_31_13_G9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~905~224054"
"Clifford P. and Therese S. Westermeier Collection","Unidentified women in wild west show","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified women in wild west show costumes, one on horseback and the other holding the horse's reins","Wild west shows","http://id.worldcat.org/fast/1175145","","","","","","","","","","","","","","","narv_westermeier_27_17_B7.tif","https://ark.colorado.edu/ark:/47540/8v34426588q4","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 27, Fd 17, Photo B7","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","906","4858","narv_westermeier_27_17_B7.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~906~224152"
"Clifford P. and Therese S. Westermeier Collection","Virgil Keel jumping horse over car","Doubleday, Ralph Russell, 1881-1958;photographer","local","Keel, Virgil;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Texas--Wichita Falls","Willoughby Studio","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Virgil Keel jumping horse over a over","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Rodeo animals","ttp://id.worldcat.org/fast/1099557","Horses","http://id.worldcat.org/fast/960603","Jumping (Horsemanship)","http://id.worldcat.org/fast/984824","Automobiles","http://id.worldcat.org/fast/823232","","","","","narv_westermeier_31_11_A6.tif","https://ark.colorado.edu/ark:/47540/b49r673506ks","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo A6","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","907","4858","narv_westermeier_31_11_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~907~224093"
"Clifford P. and Therese S. Westermeier Collection","Virgil Keel jumping horse over car","Keel, Virgil;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Texas--Fort Worth","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Virgil Keel jumping horse over a over","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Rodeo animals","ttp://id.worldcat.org/fast/1099557","Horses","http://id.worldcat.org/fast/960603","Jumping (Horsemanship)","http://id.worldcat.org/fast/984824","Automobiles","http://id.worldcat.org/fast/823232","","","","","narv_westermeier_31_11_A8.tif","https://ark.colorado.edu/ark:/47540/9t339m65c65b","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo A8","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","908","4858","narv_westermeier_31_11_A8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~908~224092"
"Clifford P. and Therese S. Westermeier Collection","Walter McCulley","McCulley, Walter;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","1912","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Walter McCulley","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Chaps (Clothing)","http://id.loc.gov/authorities/subjects/sh2016002803","","","","","","","","","","","narv_westermeier_44_Book2_CI.tif","https://ark.colorado.edu/ark:/47540/53297h13894n","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CI","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","909","4858","narv_westermeier_44_Book2_CI.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~909~223869"
